Product ID,name,price,Product Category,Product Position,Sales Volume,brand_id
199692,CROPPED FAUX SUEDE PATCH JACKET GREY,16.99,clothing,Aisle,1589,ZABRA316
199693,UTILITY COTTON BLEND BOMBER JACKET OLIVE,49.99,clothing,End-cap,826,ZAIND317
199694,CROPPED SUEDE RETRO SNEAKERS BROWN,26,clothing,Aisle,1713,ZABAN318
199695,STRETCH SOFT JEWEL SWEATER TAUPE,69.99,clothing,End-cap,718,ZABAN319
199696,REGULAR METAL BEAD KNIT SWEATER STONE,59.99,clothing,Aisle,833,ZABAN320
199697,LONGLINE QUILTED JACKET CHARCOAL,127.99,clothing,Front of Store,813,ZACHI321
199698,HIGH-WAIST JEWEL KNIT SWEATER KHAKI,35.95,clothing,End-cap,774,ZASPA322
199699,BOXY FIT DENIM JACKET,32.95,clothing,Aisle,963,ZATUR323
199700,LINEN MULTIPIECE SNEAKERS CHARCOAL,66.95,clothing,Aisle,894,ZAMOR324
199701,PLEATED LEATHER BIKER JACKET OLIVE,35.95,clothing,Front of Store,930,ZACHI325
199702,CROPPED LEATHER BIKER JACKET BROWN,55.99,clothing,Front of Store,860,ZAIND326
199703,SATIN CROPPED BOMBER JACKET LIMITED EDITION WHITE,37.99,clothing,Front of Store,1435,ZABRA327
199704,OVERSIZED STRETCH POCKET OVERSHIRT GREY,69.99,clothing,End-cap,786,ZAMOR328
199705,TEXTURED METAL BEAD KNIT SWEATER SAND,28.99,clothing,Front of Store,868,ZABAN329
199706,STRIPED TEXTURED OVERSHIRT NAVY,29.99,clothing,End-cap,936,ZATUR330
199707,SUEDE HIGH-TOPS CHARCOAL,16.99,clothing,Aisle,1386,ZATUR331
199708,HIGH-WAIST KNIT SWEATER WITH RIPS BURGUNDY,16.99,clothing,End-cap,1515,ZAIND332
199709,REGULAR KNIT SWEATER WITH BUTTONS BURGUNDY,107,clothing,Front of Store,799,ZATUR333
199710,STRETCH MULTICOLOR SNEAKERS BEIGE,21.95,clothing,Front of Store,965,ZACHI334
199711,PLAID OVERSHIRT BROWN,25.95,clothing,Aisle,1490,ZAMOR335
199712,GATHERED WAIST KNIT SWEATER BLACK,14.99,clothing,Front of Store,1657,ZABAN336
199713,ALPACA BLEND OPEN KNIT SWEATER STONE,21.99,clothing,End-cap,1613,ZAMOR337
199714,QUILTED POCKET JACKET SAND,39,clothing,Aisle,1691,ZAIND338
199715,EMBROIDERED CASHMERE BLEND KNIT SWEATER STONE,14,clothing,Aisle,1503,ZAIND339
199716,UTILITY ACID WASH DENIM JACKET GREY,49.99,clothing,End-cap,830,ZAMOR340
199717,CROPPED RIPPED DENIM JACKET IVORY,45.99,clothing,Aisle,788,ZABAN341
199718,KNIT CONTRAST JACQUARD JACKET SKY BLUE,17.99,clothing,Aisle,1485,ZASPA342
199719,PLEATED COTTON OVERSHIRT ECRU,36.95,clothing,Front of Store,1625,ZACHI343
199720,TEXTURED MIXED COLLAR JACKET OLIVE,66.95,clothing,End-cap,829,ZAPOR344
199721,CROPPED FAUX LEATHER JACKET BURGUNDY,26.99,clothing,Front of Store,1497,ZABRA345
199722,RELAXED ZIPPER MULTIPIECE SNEAKERS BROWN,21.99,clothing,Front of Store,1102,ZATUR346
199723,KNIT GEOMETRIC JACQUARD OVERSHIRT BEIGE,16.95,clothing,Aisle,1359,ZAARG347
199724,CROPPED KNIT V-NECK SWEATER NAVY,25.95,clothing,End-cap,1072,ZABAN348
199725,RIBBED CROPPED BOMBER JACKET LIMITED EDITION IVORY,20.99,clothing,Aisle,1377,ZAVIE349
199726,CROPPED COTTON - LINEN BLEND JACKET TAUPE,32.99,clothing,End-cap,836,ZAMOR350
199727,ZIPPERED JACKET,119.95,clothing,End-cap,642,ZACHI351
199728,PLEATED SEMI-SHEER KNIT SHIRT LIMITED EDITION OLIVE,16.95,clothing,Aisle,837,ZABAN352
199729,LINEN CROPPED OVERSHIRT BEIGE,73.95,clothing,Aisle,825,ZABAN353
199730,SLIM HOODED DENIM JACKET IVORY,25.99,clothing,Aisle,912,ZACHI354
199731,LINEN SUEDE RETRO SNEAKERS SKY BLUE,23.95,clothing,Front of Store,1605,ZAVIE355
199732,RELAXED PLAID OVERSHIRT GREY,41.99,clothing,Front of Store,1417,ZATUR356
199733,UTILITY FAUX SUEDE BOMBER JACKET NAVY,22,clothing,End-cap,939,ZACHI357
199734,PLEATED FAUX SUEDE BOMBER JACKET WHITE,35.95,clothing,Front of Store,1444,ZABAN358
199735,STRETCH STRETCH POCKET OVERSHIRT BLACK,25.99,clothing,Aisle,797,ZAPOR359
199736,STRUCTURED HOODED KNIT CARDIGAN KHAKI,21.99,clothing,Front of Store,998,ZACHI360
199737,COTTON OVERSHIRT BLACK,34,clothing,Front of Store,1322,ZACHI361
199738,TEXTURED DENIM JACKET LIMITED EDITION SKY BLUE,67.99,clothing,End-cap,1286,ZABAN362
199739,UTILITY PUFFER JACKET WITH POUCH POCKET KHAKI,57.95,clothing,Front of Store,1325,ZABAN363
199740,TEXTURED TEXTURED POCKET JACKET BEIGE,30.99,clothing,End-cap,1299,ZABAN364
199741,TEXTURED DENIM SHIRT TAUPE,33.99,clothing,End-cap,1312,ZABAN365
199742,KNIT SWEATER WITH PIPING KHAKI,19.99,clothing,End-cap,996,ZAVIE366
199743,REGULAR FAUX LEATHER BOXY FIT JACKET CHARCOAL,13.99,clothing,Aisle,1574,ZABAN367
199744,OVERSIZED WASHED TECHNICAL JACKET TAUPE,13.99,clothing,Aisle,1474,ZATUR368
199745,EMBROIDERED CROPPED BOMBER JACKET LIMITED EDITION CHARCOAL,29.99,clothing,Aisle,921,ZABAN369
199746,STRETCH JEWEL KNIT SWEATER ECRU,25.95,clothing,Aisle,963,ZAVIE370
199747,TEXTURED SUEDE RETRO SNEAKERS KHAKI,45.99,clothing,End-cap,778,ZAIND371
199748,REGULAR COTTON - LINEN BLEND JACKET WHITE,43.95,clothing,Front of Store,1414,ZATUR372
199749,TEXTURED EMBROIDERED PATCH JACKET BURGUNDY,33.95,clothing,Front of Store,1110,ZAIND373
199750,UTILITY BOMBER JACKET GREY,45.99,clothing,End-cap,868,ZAMOR374
199751,RIBBED POCKET DENIM OVERSHIRT CHARCOAL,57.99,clothing,Front of Store,1415,ZACHI375
199752,QUILTED PURL KNIT SWEATER,59.95,clothing,Aisle,873,ZACAM376
199753,BAGGY FIT JEANS LIMITED EDITION GREY,35.99,clothing,Front of Store,790,ZAARG377
199754,KNIT V-NECK SWEATER STONE,19.99,clothing,End-cap,792,ZAMOR378
199755,BELTED SUIT JACKET ECRU,19.99,clothing,Aisle,1367,ZAARG379
199756,TEXTURED STRAP SANDALS SKY BLUE,23.95,clothing,End-cap,1651,ZAMOR380
199757,BAGGY BELTED JEANS OLIVE,39,clothing,Aisle,829,ZABAN381
199758,RELAXED RETRO RUNNING SNEAKERS BURGUNDY,24,clothing,Aisle,1448,ZATUR382
199759,SLIM KNIT SWEATER WITH RIPS SAND,53.99,clothing,Aisle,1453,ZABAN383
199760,FAUX SHEARLING LINED SUEDE BOOTS GREY,15.95,clothing,Aisle,953,ZACHI384
199761,TEXTURED OVERSIZED KNIT SWEATER BURGUNDY,60.99,clothing,Aisle,1218,ZABAN385
199762,TAILORED OVERSIZED KNIT SWEATER SKY BLUE,31.95,clothing,End-cap,1028,ZABRA386
199763,BASIC SLIM FIT T-SHIRT BROWN,68.99,clothing,End-cap,1332,ZACAM387
199764,TEXTURED POCKET JACKET IVORY,47.95,clothing,End-cap,1317,ZABAN388
199765,SLIM ABSTRACT PRINT T-SHIRT SKY BLUE,29.95,clothing,Aisle,923,ZAPOR389
199766,STRUCTURED WASHED TECHNICAL JACKET SAND,35.99,clothing,End-cap,969,ZABAN390
199767,HIGH-WAIST SUEDE RETRO SNEAKERS IVORY,35.99,clothing,Aisle,924,ZAIND391
199768,DOUBLE-BREASTED BAGGY BELTED JEANS KHAKI,73.99,clothing,Aisle,1622,ZAIND392
199769,RIBBED TUXEDO JACKET IVORY,22.99,clothing,Front of Store,712,ZAVIE393
199770,PLEATED CROPPED BOMBER JACKET LIMITED EDITION TAUPE,34.99,clothing,End-cap,1344,ZATUR394
199771,POCKET PUFFER JACKET BEIGE,48.95,clothing,Aisle,929,ZAIND395
199772,LINEN STRIPED JACQUARD T-SHIRT BURGUNDY,49.99,clothing,Aisle,895,ZASPA396
199773,QUILTED STRIPED KNIT SWEATER KHAKI,53.99,clothing,Front of Store,936,ZATUR397
199774,CROPPED OVERSHIRT NAVY,17.95,clothing,Front of Store,892,ZABRA398
199775,SATIN BOMBER JACKET CHARCOAL,27.95,clothing,End-cap,1525,ZAPOR399
199776,POCKET PUFFER JACKET WHITE,40.99,clothing,Aisle,1280,ZAVIE400
199777,TAILORED CONTRAST SOLE LEATHER SNEAKERS SKY BLUE,14,clothing,End-cap,1632,ZAPOR401
199778,HIGH-WAIST JEWEL KNIT SWEATER KHAKI,21.99,clothing,End-cap,1459,ZAMOR402
199779,SATIN CROPPED LEATHER JACKET SKY BLUE,17.99,clothing,Aisle,1774,ZACAM403
199780,RIBBED CONTRAST SOLE LEATHER SNEAKERS GREY,69.99,clothing,End-cap,761,ZABAN404
199781,SLIM MOCK NECK WOOL AND SILK BLEND KNIT TOP BEIGE,65,clothing,Front of Store,1593,ZASPA405
199782,STRUCTURED SUIT JACKET IN 100% LINEN,19.99,clothing,Aisle,844,ZACHI406
199783,SLIM KNIT SWEATER WITH BUTTONS,88.95,clothing,End-cap,782,ZAVIE407
199784,QUILTED OVERSIZE FIT T-SHIRT CHARCOAL,20.99,clothing,End-cap,1601,ZASPA408
199785,OVERSIZED PADDED DENIM JACKET ECRU,42.99,clothing,End-cap,1671,ZAMOR409
199786,BASIC 100% WOOL SWEATER WHITE,45.99,clothing,End-cap,755,ZAIND410
199787,TAILORED POCKET DENIM OVERSHIRT BLACK,43.99,clothing,Front of Store,1346,ZAMOR411
199788,KNIT TUXEDO JACKET WHITE,59.99,clothing,Aisle,1167,ZAMOR412
199789,OVERSHIRT WITH CONTRASTING TOPSTITCHING IVORY,48.99,clothing,Front of Store,860,ZACHI413
199790,LINEN POCKET DENIM OVERSHIRT IVORY,59,clothing,End-cap,877,ZACHI414
199791,KNIT PURL KNIT SWEATER BLACK,57.99,clothing,End-cap,1362,ZACHI415
199792,HIGH-WAIST ALPACA AND WOOL BLEND TIE DYE KNIT SWEATER WHITE,79.99,clothing,End-cap,779,ZAMOR416
199793,RIBBED BAGGY FIT JEANS LIMITED EDITION BURGUNDY,15.99,clothing,Front of Store,808,ZACHI417
199794,TAILORED KNIT SWEATER WITH RIPS TAUPE,69.95,clothing,Aisle,1127,ZABRA418
199795,QUILTED FLEECE OVERSHIRT ECRU,54.99,clothing,Aisle,1008,ZAPAK419
199796,KNIT BASIC 100% WOOL SWEATER BROWN,23.99,clothing,Aisle,1335,ZAMOR420
199797,STRUCTURED WOOL AND CASHMERE BLEND RIB SWEATER SKY BLUE,16.99,clothing,Aisle,1037,ZATUR421
199798,V-NECK KNIT SWEATER BURGUNDY,21.95,clothing,Aisle,1089,ZASPA422
199799,BAGGY FIT JEANS LIMITED EDITION NAVY,29.95,clothing,Aisle,810,ZACHI423
199800,ADHERENT STRIPES SNEAKERS TAUPE,25.99,clothing,Front of Store,1666,ZASPA424
199801,TEXTURED KNIT SWEATER WITH PIPING STONE,22.95,clothing,Front of Store,1780,ZACHI425
199802,SLIM WOVEN LEATHER SLIDES KHAKI,45.95,clothing,Front of Store,752,ZATUR426
199803,COTTON BLEND BOMBER JACKET SAND,16.99,clothing,Front of Store,1653,ZAPAK427
199804,STRETCH HIGH COLLAR KNIT SWEATER IVORY,108.95,clothing,End-cap,741,ZAIND428
199805,POCKET DENIM JACKET BEIGE,79.95,clothing,Aisle,782,ZACHI429
199806,QUILTED KNIT PEARL SWEATER SKY BLUE,24.99,clothing,Front of Store,956,ZACAM430
199807,REVERSIBLE PLAID OVERSHIRT SKY BLUE,30,clothing,Front of Store,1282,ZAVIE431
199808,PLEATED KNIT PEARL SWEATER GREY,24.99,clothing,Aisle,1117,ZACHI432
199809,LINEN SUEDE FISHERMAN SANDALS BROWN,22.99,clothing,Front of Store,1204,ZABAN433
199810,UTILITY BAGGY FIT JEANS LIMITED EDITION IVORY,25,clothing,Aisle,874,ZACHI434
199811,CROPPED BAGGY FIT JEANS LIMITED EDITION IVORY,19.95,clothing,Aisle,1010,ZATUR435
199812,SATIN BRAIDED COLOR BLOCK SWEATER,49.95,clothing,End-cap,784,ZAPOR436
199813,STRETCH FAUX LEATHER OVERSIZED JACKET LIMITED EDITION WHITE,22,clothing,Front of Store,962,ZACAM437
199814,RIBBED REVERSIBLE PLAID OVERSHIRT CHARCOAL,25.95,clothing,Front of Store,850,ZABRA438
199815,TAILORED LIGHTWEIGHT PUFFER JACKET OLIVE,128.99,clothing,End-cap,650,ZABAN439
199816,SATIN OVERSIZED KNIT SWEATER STONE,21.95,clothing,Aisle,951,ZAMOR440
199817,PLEATED ALPACA AND WOOL BLEND TIE DYE KNIT SWEATER GREY,23.95,clothing,End-cap,1504,ZATUR441
199818,CROPPED COTTON JACKET KHAKI,22.99,clothing,Front of Store,836,ZAMOR442
199819,SATIN FAUX SUEDE OVERSHIRT BROWN,50.99,clothing,Aisle,988,ZABRA443
199820,REGULAR MULTIPIECE SNEAKERS BLACK,86.99,clothing,End-cap,874,ZACHI444
199821,SLIM BOUCLE TEXTURED VEST ECRU,19.99,clothing,Front of Store,862,ZAPOR445
199822,LINEN CROPPED BOMBER JACKET LIMITED EDITION KHAKI,31.95,clothing,Front of Store,1240,ZACAM446
199823,QUILTED CROPPED TEXTURED JACKET BLACK,49.99,clothing,Aisle,837,ZABAN447
199824,RELAXED STRETCH SUIT JACKET BURGUNDY,15.95,clothing,Aisle,891,ZAIND448
199825,DOUBLE-BREASTED STRAIGHT SUIT JACKET SAND,106.99,clothing,Aisle,706,ZACAM449
199826,STRETCH TUXEDO JACKET KHAKI,59.99,clothing,Front of Store,766,ZATUR450
199827,HIGH-WAIST RIPPED STRAIGHT FIT JEANS BEIGE,31.99,clothing,End-cap,1034,ZABAN451
199828,TAILORED BASIC FOIL KNIT SWEATER WHITE,27,clothing,End-cap,914,ZAPAK452
199829,EMBROIDERED CONTRASTING PATCHES HOODED JACKET BEIGE,13.99,clothing,Aisle,1182,ZACHI453
199830,QUILTED POCKET JACKET GREY,56.95,clothing,End-cap,1113,ZACHI454
199831,BELTED COTTON JACKET SAND,35.99,clothing,Aisle,855,ZABRA455
199832,KNIT SUEDE RUNNING SNEAKERS GREY,29.99,clothing,Aisle,780,ZAMOR456
199833,KNIT MULTICOLOR SNEAKERS OLIVE,35.95,clothing,Aisle,778,ZABRA457
199834,STRUCTURED HIGH COLLAR KNIT SWEATER OLIVE,31.99,clothing,Front of Store,970,ZAPOR458
199835,TAILORED FAUX LEATHER BOXY FIT JACKET BROWN,29.99,clothing,Aisle,862,ZAMOR459
199836,DOUBLE-BREASTED PLAID TIE DYE OVERSHIRT BLACK,35.99,clothing,Aisle,913,ZAIND460
199837,SLIM BASIC HEAVYWEIGHT T-SHIRT BURGUNDY,13,clothing,End-cap,1736,ZAMOR461
199838,EMBROIDERED FOREST JACKET STONE,36.99,clothing,Aisle,1431,ZACAM462
199839,OVERSIZED STRUCTURED TEXT T-SHIRT STONE,42.95,clothing,End-cap,916,ZAIND463
199840,KNIT SWEATER WITH PEARLS NAVY,75.99,clothing,Front of Store,855,ZAVIE464
199841,DOUBLE-BREASTED WOOL BLEND SUIT JACKET BURGUNDY,42,clothing,Front of Store,940,ZAVIE465
199842,WOOL BLEND FELT TEXTURE JACKET,47.99,clothing,Aisle,1373,ZATUR466
199843,REGULAR ACID WASH DENIM JACKET BEIGE,29,clothing,Aisle,935,ZABAN467
199844,RELAXED 100% FEATHER FILL PUFFER JACKET,12.95,clothing,Front of Store,1489,ZAIND468
199845,SLIM CONTRAST SOLE LEATHER SNEAKERS BLACK,69.99,clothing,Front of Store,745,ZACHI469
199846,OVERSHIRT BROWN,22.99,clothing,Aisle,1055,ZABAN470
199847,WASHED TECHNICAL JACKET STONE,49.95,clothing,Front of Store,688,ZACHI471
199848,LINEN PRINTED CROPPED FIT SHIRT LIMITED EDITION OLIVE,64.95,clothing,Aisle,1197,ZATUR472
199849,TECHNICAL PADDED JACKET SAND,29.99,clothing,Aisle,816,ZACHI473
199850,PLEATED DOUBLE FACED JACKET SAND,79,clothing,Front of Store,800,ZAIND474
199851,UTILITY FAUX LEATHER BOMBER JACKET ECRU,41,clothing,End-cap,1530,ZASPA475
199852,HIGH-WAIST TEXT T-SHIRT GREY,38.95,clothing,End-cap,882,ZASPA476
199853,REGULAR BOUCLÉ TEXTURED JACKET BURGUNDY,59.99,clothing,End-cap,877,ZACHI477
199854,EMBROIDERED MOCK NECK WOOL AND SILK BLEND KNIT TOP BURGUNDY,32.99,clothing,End-cap,1026,ZAPOR478
199855,STRUCTURED VISCOSE BLEND KNIT T-SHIRT NAVY,37.99,clothing,Aisle,1353,ZAMOR479
199856,OVERSIZED CASHMERE BLEND KNIT SWEATER GREY,21.99,clothing,Aisle,877,ZAIND480
199857,DOUBLE-BREASTED HOODED TECHNICAL JACKET BLACK,38,clothing,End-cap,1165,ZAVIE481
199858,OVERSIZED JACQUARD DENIM JACKET ECRU,39.99,clothing,End-cap,1427,ZACHI482
199859,QUILTED ABSTRACT PRINT T-SHIRT OLIVE,69.99,clothing,Aisle,728,ZABRA483
199860,PLEATED RIPPED DENIM JACKET TAUPE,45.99,clothing,End-cap,867,ZAVIE484
199861,PLEATED TECHNICAL OVERSHIRT,20.99,clothing,Aisle,1220,ZABAN485
199862,RELAXED CONTRASTING COLLAR JACKET,21.95,clothing,Aisle,1121,ZABAN486
199863,LINEN MIXED COLLAR JACKET BLACK,14.95,clothing,Aisle,1703,ZACHI487
199864,CROPPED MULTIPIECE SNEAKERS BEIGE,22.99,clothing,Aisle,832,ZAIND488
199865,OVERSIZED BASIC KNIT SWEATER,61.95,clothing,End-cap,1449,ZACHI489
199866,TEXTURED DOUBLE FACED JACKET OLIVE,19.99,clothing,End-cap,791,ZAVIE490
199867,SLIM COTTON - LINEN BLEND JACKET IVORY,28.99,clothing,Aisle,1550,ZACHI491
199868,BELTED LEATHER JACKET CHARCOAL,83,clothing,Front of Store,1342,ZAPOR492
199869,SOFT JEWEL SWEATER,63,clothing,Front of Store,1322,ZAIND493
199870,REGULAR KNIT SWEATER WITH PEARLS BROWN,24.99,clothing,Front of Store,1034,ZAIND494
199871,UTILITY STRUCTURED TEXT T-SHIRT IVORY,119.99,clothing,End-cap,631,ZABAN495
199872,CROPPED OVERSHIRT SKY BLUE,66.99,clothing,End-cap,1417,ZAVIE496
199873,TEXTURED SUEDE PENNY LOAFERS GREY,89.99,clothing,Front of Store,712,ZAIND497
199874,STRETCH FAUX LEATHER BOXY FIT JACKET BLACK,58.99,clothing,Aisle,1291,ZATUR498
199875,TEXTURED LIGHTWEIGHT PUFFER JACKET STONE,19.99,clothing,End-cap,903,ZABAN499
199876,SATIN OVERSIZE FIT T-SHIRT TAUPE,63.99,clothing,Aisle,831,ZACHI500
199877,OVERSIZED POCKET PUFFER JACKET ECRU,66.95,clothing,Front of Store,895,ZACAM501
199878,SLIM 100% WOOL SUIT JACKET IVORY,42.95,clothing,End-cap,929,ZATUR502
199879,UTILITY WOOL AND CASHMERE BLEND RIB SWEATER GREY,49.95,clothing,End-cap,964,ZAPAK503
199880,CONTRAST JACQUARD JACKET TAUPE,45,clothing,Aisle,864,ZACHI504
199881,SUEDE LACELESS SNEAKERS ECRU,31.99,clothing,Front of Store,1471,ZAIND505
199882,REGULAR COTTON BLEND BOMBER JACKET IVORY,79.99,clothing,Aisle,718,ZABAN506
199883,STRAIGHT SUIT JACKET TAUPE,44.99,clothing,End-cap,1266,ZAPOR507
199884,RELAXED ABSTRACT PRINT KNIT T-SHIRT OLIVE,22.99,clothing,End-cap,1056,ZAVIE508
199885,STRUCTURED PATCH BOMBER JACKET BLACK,37.95,clothing,End-cap,1641,ZAMOR509
199886,PLEATED CHUNKY SOLE HIGH TOP SNEAKERS,69,clothing,End-cap,767,ZABAN510
199887,RIBBED BASIC SLIM FIT T-SHIRT OLIVE,31.95,clothing,End-cap,1562,ZACHI511
199888,PLEATED FAUX SUEDE JACKET WHITE,19.99,clothing,Aisle,731,ZACHI512
199889,MOCK NECK WOOL AND SILK BLEND KNIT TOP BURGUNDY,28.99,clothing,End-cap,957,ZABAN513
199890,TEXTURED TASSEL LEATHER LOAFERS OLIVE,23.95,clothing,Front of Store,1429,ZATUR514
199891,STRETCH FINE KNIT SWEATER,19.99,clothing,Front of Store,916,ZAMOR515
199892,CROPPED COLOR BLOCK PUFFER JACKET CHARCOAL,128,clothing,Front of Store,669,ZAMOR516
199893,RELAXED BOXY FIT DENIM JACKET WHITE,32.99,clothing,Front of Store,1401,ZAPOR517
199894,QUILTED KNIT OPEN BACK PEARLY SWEATER GREY,27.99,clothing,Aisle,1047,ZACHI518
199895,STRUCTURED FAUX SUEDE PATCH JACKET OLIVE,44.99,clothing,Front of Store,896,ZACAM519
199896,ZIPPERED JACKET,12.99,clothing,Front of Store,1528,ZABAN520
199897,STRETCH SUEDE RUNNING SNEAKERS GREY,45.99,clothing,Aisle,876,ZAVIE521
199898,HIGH-WAIST WOOL BLEND TEXTURED JACKET CHARCOAL,29.99,clothing,Front of Store,893,ZAIND522
199899,OVERSIZED SUEDE SNEAKERS SAND,126.99,clothing,Front of Store,744,ZASPA523
199900,SATIN ALPACA AND WOOL BLEND TIE DYE KNIT SWEATER STONE,23.95,clothing,Aisle,1494,ZAVIE524
199901,LINEN WASHED TECHNICAL JACKET SAND,19.95,clothing,End-cap,925,ZACHI525
199902,WOOL BLEND JACKET BEIGE,19.99,clothing,Front of Store,860,ZAIND526
199903,HIGH-WAIST BOXY FIT DENIM JACKET WHITE,33.99,clothing,Front of Store,1413,ZAVIE527
199904,KNIT COLORBLOCK KNIT CROP SWEATER SKY BLUE,43.95,clothing,End-cap,1017,ZATUR528
199905,EMBROIDERED 100% LINEN OVERSHIRT NAVY,18.95,clothing,End-cap,1370,ZAIND529
199906,TAILORED FAUX LEATHER JACKET BEIGE,75.99,clothing,End-cap,884,ZATUR530
199907,TASSEL LEATHER LOAFERS BEIGE,39.99,clothing,End-cap,1417,ZAPOR531
199908,RIBBED KNIT T-SHIRT IVORY,109.95,clothing,End-cap,1410,ZAVIE532
199909,UTILITY STRIPED TEXTURED OVERSHIRT TAUPE,22.99,clothing,Aisle,871,ZAIND533
199910,STRUCTURED RETRO RUNNING SNEAKERS GREY,51.95,clothing,Front of Store,1449,ZABAN534
199911,RELAXED RIB COLLAR JACKET BURGUNDY,59.99,clothing,End-cap,1345,ZACHI535
199912,STRETCH MIXED COLLAR JACKET SKY BLUE,89.99,clothing,Aisle,835,ZABAN536
199913,KNIT STRETCH POCKET OVERSHIRT OLIVE,75,clothing,End-cap,1209,ZABAN537
199914,KNIT ZIPPERED JACKET BLACK,31.99,clothing,Front of Store,1014,ZAMOR538
199915,REGULAR MOC-TOE SUEDE BOOTS BEIGE,34.95,clothing,Front of Store,1579,ZACHI539
199916,HIGH-WAIST SUIT JACKET SAND,53.95,clothing,Aisle,831,ZABAN540
199917,TEXTURED STRUCTURED TEXT T-SHIRT KHAKI,59.95,clothing,Front of Store,802,ZASPA541
199918,UTILITY DENIM SHIRT,29.95,clothing,Aisle,877,ZACAM542
199919,DOUBLE-BREASTED CROPPED BOMBER JACKET LIMITED EDITION BROWN,29.99,clothing,Aisle,943,ZAIND543
199920,SLIM FAUX SUEDE OVERSHIRT BROWN,15.99,clothing,Aisle,1466,ZAIND544
199921,PADDED CORDUROY OVERSHIRT STONE,64.95,clothing,Aisle,1147,ZASPA545
199922,WASHED TECHNICAL JACKET SKY BLUE,56.95,clothing,Front of Store,1258,ZACAM546
199923,RELAXED STRAIGHT SUIT JACKET GREY,15.99,clothing,End-cap,908,ZATUR547
199924,OVERSIZED CHUNKY SNEAKERS GREY,49.99,clothing,Aisle,787,ZASPA548
199925,REGULAR GATHERED WAIST KNIT SWEATER KHAKI,25.95,clothing,Aisle,1631,ZATUR549
199926,EMBROIDERED PADDED DENIM JACKET SAND,32.99,clothing,Aisle,891,ZABAN550
199927,STRETCH V-NECK KNIT SWEATER TAUPE,99.99,clothing,End-cap,1217,ZAMOR551
199928,RETRO SNEAKERS CHARCOAL,30.99,clothing,Front of Store,1612,ZACAM552
199929,EMBROIDERED EMBROIDERED PATCH JACKET KHAKI,48.99,clothing,Aisle,982,ZATUR553
199930,STRUCTURED BAGGY FIT JEANS BURGUNDY,50.99,clothing,Aisle,889,ZAIND554
199931,STRUCTURED ALPACA BLEND OPEN KNIT SWEATER ECRU,37.99,clothing,End-cap,1526,ZACHI555
199932,LINEN FAUX LEATHER BOXY FIT JACKET CHARCOAL,33.95,clothing,Front of Store,996,ZAMOR556
199933,CROPPED MULTIPIECE SNEAKERS GREY,25.99,clothing,Front of Store,846,ZABAN557
199934,UTILITY LEATHER JACKET BEIGE,24.99,clothing,Front of Store,1662,ZACHI558
199935,TAILORED TEXTURED DENIM JACKET LIMITED EDITION ECRU,17.99,clothing,Aisle,1591,ZABAN559
199936,CONTRAST INTERIOR SWEATER STONE,25.99,clothing,End-cap,1137,ZABAN560
199937,TEXTURED JACKET BROWN,29.99,clothing,End-cap,954,ZATUR561
199938,HIGH-WAIST FAUX LEATHER OVERSIZED JACKET LIMITED EDITION ECRU,39.95,clothing,End-cap,1207,ZAIND562
199939,DOUBLE-BREASTED CHUNKY SNEAKERS OLIVE,18.95,clothing,Aisle,1208,ZAIND563
199940,REGULAR CROPPED OVERSHIRT STONE,49,clothing,Front of Store,825,ZAPAK564
199941,CROPPED DOUBLE STRAP SUEDE SANDALS STONE,76.95,clothing,Front of Store,927,ZACHI565
199942,QUILTED DOUBLE FACED JACKET IVORY,16.99,clothing,Aisle,1079,ZACHI566
199943,QUILTED STRIPED TEXTURED OVERSHIRT SAND,59.95,clothing,Aisle,817,ZABAN567
199944,CROPPED DOUBLE FACED JACKET BLACK,39.95,clothing,End-cap,946,ZAMOR568
199945,PLEATED CONTRASTING PATCHES BOMBER JACKET GREY,39.95,clothing,Aisle,859,ZASPA569
199946,STRUCTURED DENIM SHIRT STONE,25.99,clothing,Aisle,747,ZATUR570
199947,RELAXED FAUX LEATHER PUFFER JACKET IVORY,21.99,clothing,End-cap,1042,ZACAM571
199948,CROPPED SUEDE LACELESS SNEAKERS BROWN,27.99,clothing,Front of Store,932,ZABAN572
199949,SLIM RIBBED KNIT T-SHIRT ECRU,33.99,clothing,Aisle,922,ZAMOR573
199950,RIPPED DENIM JACKET IVORY,19.99,clothing,Aisle,912,ZAIND574
199951,RIBBED FINE KNIT CROP SWEATER NAVY,33.99,clothing,Aisle,1478,ZACHI575
199952,OVERSIZED STRIPED CROP KNIT SWEATER GREY,29.95,clothing,Front of Store,1338,ZAMOR576
199953,STRETCH KNIT SWEATER WITH RIPS,48.95,clothing,Aisle,1326,ZACHI577
199954,TAILORED CONTRAST JACQUARD JACKET BEIGE,38.99,clothing,Aisle,914,ZAMOR578
199955,STRUCTURED METAL BEAD KNIT SWEATER CHARCOAL,28.95,clothing,Aisle,1023,ZAPAK579
199956,SUEDE FISHERMAN SANDALS IVORY,49.99,clothing,Aisle,754,ZACHI580
199957,STRETCH ASYMMETRIC CROPPED KNIT SWEATER GREY,22.99,clothing,Front of Store,1119,ZABAN581
199958,SLIM CROPPED LEATHER JACKET,16.99,clothing,Front of Store,1366,ZABAN582
199959,LIGHTWEIGHT BOMBER JACKET OLIVE,29.99,clothing,End-cap,892,ZABAN583
