detail_id,Product ID,terms,section,season,material
RESCO486,199862,sweaters,WOMAN,Summer,Cotton
LISCO487,199863,jackets,WOMAN,Summer,Cotton
CRSLI488,199864,jackets,WOMAN,Spring,Linen
OVAAC489,199865,jackets,WOMAN,Autumn,Acrylic
TESPO490,199866,jackets,MAN,Spring,Polyester
SLSLI491,199867,jackets,WOMAN,Summer,Linen
BESVI492,199868,jackets,WOMAN,Spring,Viscose
SOWWO493,199869,t-shirts,WOMAN,Winter,Wool
REWWO494,199870,t-shirts,WOMAN,Winter,Wool
UTSCO495,199871,t-shirts,WOMAN,Spring,Cotton
CRSCO496,199872,shoes,WOMAN,Spring,Cotton
TESPO497,199873,sweaters,MAN,Spring,Polyester
STAPO498,199874,jackets,WOMAN,Autumn,Polyester
TESCO499,199875,jackets,MAN,Spring,Cotton
SASLI500,199876,t-shirts,WOMAN,Summer,Linen Blend
OVWWO501,199877,shoes,WOMAN,Winter,Wool
SLWWO502,199878,t-shirts,MAN,Winter,Wool Blend
UTWWO503,199879,sweaters,MAN,Winter,Wool Blend
COSCO504,199880,jackets,WOMAN,Spring,Cotton
SUWCO505,199881,shoes,WOMAN,Winter,Cotton
RESCO506,199882,jackets,MAN,Spring,Cotton
STAWO507,199883,sweaters,MAN,Autumn,Wool
RESLI508,199884,jackets,WOMAN,Summer,Linen
STSLI509,199885,jackets,WOMAN,Summer,Linen Blend
PLAPO510,199886,sweaters,MAN,Autumn,Polyester
RISCO511,199887,jeans,WOMAN,Summer,Cotton
PLAWO512,199888,jackets,MAN,Autumn,Wool Blend
MOWAC513,199889,shoes,MAN,Winter,Acrylic
TEAPO514,199890,jackets,WOMAN,Autumn,Polyester
STAWO515,199891,jackets,WOMAN,Autumn,Wool
CRWPO516,199892,shoes,MAN,Winter,Polyester
RESCO517,199893,jackets,MAN,Spring,Cotton
QUWPO518,199894,jackets,WOMAN,Winter,Polyester
STSLI519,199895,sweaters,WOMAN,Summer,Linen
ZISLI520,199896,t-shirts,WOMAN,Spring,Linen
STSCO521,199897,jackets,WOMAN,Spring,Cotton
HIAWO522,199898,t-shirts,WOMAN,Autumn,Wool
OVWWO523,199899,jackets,MAN,Winter,Wool
SAAWO524,199900,shoes,WOMAN,Autumn,Wool
LISLI525,199901,shoes,WOMAN,Spring,Linen
WOAWO526,199902,jackets,WOMAN,Autumn,Wool
HIACO527,199903,jackets,WOMAN,Autumn,Cotton
KNWWO528,199904,sweaters,WOMAN,Winter,Wool
EMSCO529,199905,t-shirts,MAN,Spring,Cotton
TAWWO530,199906,jeans,WOMAN,Winter,Wool
TASVI531,199907,jackets,WOMAN,Spring,Viscose
RISCO532,199908,jackets,WOMAN,Summer,Cotton
UTSLI533,199909,jackets,WOMAN,Spring,Linen
STWWO534,199910,shoes,WOMAN,Winter,Wool
REAPO535,199911,jackets,WOMAN,Autumn,Polyester
STAWO536,199912,jackets,WOMAN,Autumn,Wool
KNWWO537,199913,jackets,MAN,Winter,Wool
KNWPO538,199914,t-shirts,WOMAN,Winter,Polyester
REWVI539,199915,jackets,WOMAN,Winter,Viscose
HIWVI540,199916,sweaters,MAN,Winter,Viscose
TESLI541,199917,sweaters,WOMAN,Spring,Linen
UTACO542,199918,t-shirts,WOMAN,Autumn,Cotton
DOSPO543,199919,jackets,WOMAN,Spring,Polyester
SLWCO544,199920,sweaters,MAN,Winter,Cotton
PAAPO545,199921,shoes,WOMAN,Autumn,Polyester
WASCO546,199922,shoes,WOMAN,Spring,Cotton
RESWO547,199923,jackets,WOMAN,Spring,Wool Blend
OVACO548,199924,jackets,WOMAN,Autumn,Cotton
REWPO549,199925,jackets,WOMAN,Winter,Polyester
EMWCO550,199926,t-shirts,WOMAN,Winter,Cotton
STAWO551,199927,jackets,WOMAN,Autumn,Wool Blend
REAPO552,199928,sweaters,WOMAN,Autumn,Polyester
EMWWO553,199929,sweaters,WOMAN,Winter,Wool
STSLI554,199930,jackets,WOMAN,Summer,Linen
STSLI555,199931,t-shirts,WOMAN,Summer,Linen Blend
LISCO556,199932,sweaters,WOMAN,Summer,Cotton
CRACO557,199933,jackets,WOMAN,Autumn,Cotton
UTSLI558,199934,jackets,WOMAN,Spring,Linen
TASCO559,199935,sweaters,WOMAN,Spring,Cotton
COWWO560,199936,jackets,WOMAN,Winter,Wool
TEAPO561,199937,shoes,WOMAN,Autumn,Polyester
HISCO562,199938,jackets,MAN,Spring,Cotton
DOACO563,199939,jackets,MAN,Autumn,Cotton
RESCO564,199940,t-shirts,WOMAN,Summer,Cotton
CRSLI565,199941,jackets,WOMAN,Summer,Linen Blend
QUWCO566,199942,t-shirts,MAN,Winter,Cotton
QUSLI567,199943,t-shirts,WOMAN,Spring,Linen
CRAPO568,199944,shoes,WOMAN,Autumn,Polyester
PLAPO569,199945,jackets,WOMAN,Autumn,Polyester
STSLI570,199946,jackets,MAN,Spring,Linen
REWWO571,199947,jackets,WOMAN,Winter,Wool Blend
CRWAC572,199948,shoes,WOMAN,Winter,Acrylic
SLSLI573,199949,jackets,WOMAN,Summer,Linen Blend
RIADE574,199950,jackets,WOMAN,Autumn,Denim
RIWWO575,199951,sweaters,MAN,Winter,Wool
OVAWO576,199952,t-shirts,WOMAN,Autumn,Wool
STAWO577,199953,jackets,WOMAN,Autumn,Wool
TAWVI578,199954,jackets,WOMAN,Winter,Viscose
STWWO579,199955,shoes,WOMAN,Winter,Wool
SUSCO580,199956,sweaters,WOMAN,Spring,Cotton
STWWO581,199957,jackets,WOMAN,Winter,Wool Blend
SLACO582,199958,jackets,WOMAN,Autumn,Cotton
LIAVI583,199959,t-shirts,MAN,Autumn,Viscose
EMSCO584,199960,t-shirts,WOMAN,Spring,Cotton
RISLI585,199961,sweaters,MAN,Spring,Linen
OVWWO586,199962,sweaters,MAN,Winter,Wool
UTSLI587,199963,sweaters,WOMAN,Spring,Linen
PLWAC588,199964,sweaters,WOMAN,Winter,Acrylic
KNAAC589,199965,jackets,WOMAN,Autumn,Acrylic
STAWO590,199966,jackets,WOMAN,Autumn,Wool
QUWWO591,199967,jackets,WOMAN,Winter,Wool Blend
SLWWO592,199968,jackets,WOMAN,Winter,Wool
LISLI593,199969,jackets,WOMAN,Summer,Linen
QUWWO594,199970,jackets,MAN,Winter,Wool
PLAPO595,199971,sweaters,MAN,Autumn,Polyester
BASLI596,199972,jackets,MAN,Spring,Linen Blend
LISLI597,199973,shoes,WOMAN,Summer,Linen
EMAWO598,199974,jackets,MAN,Autumn,Wool Blend
PUWWO599,199975,jackets,WOMAN,Winter,Wool
CRAWO600,199976,t-shirts,MAN,Autumn,Wool
LISLI601,199977,shoes,WOMAN,Summer,Linen
WAADE602,199978,jackets,WOMAN,Autumn,Denim
TEAWO603,199979,jackets,WOMAN,Autumn,Wool Blend
TASLI604,199980,sweaters,WOMAN,Summer,Linen
LISLI605,199981,jackets,MAN,Summer,Linen
REWWO606,199982,jackets,WOMAN,Winter,Wool Blend
QUWWO607,199983,jackets,MAN,Winter,Wool Blend
PLWAC608,199984,sweaters,MAN,Winter,Acrylic
HIAWO609,199985,shoes,WOMAN,Autumn,Wool Blend
BOWCO610,199986,jackets,WOMAN,Winter,Cotton
TEACO611,199987,jackets,WOMAN,Autumn,Cotton
RESLI612,199988,jackets,WOMAN,Summer,Linen
STAVI613,199989,sweaters,WOMAN,Autumn,Viscose
REWWO614,199990,sweaters,WOMAN,Winter,Wool Blend
RESVI615,199991,t-shirts,WOMAN,Spring,Viscose
SUWPO616,199992,jackets,WOMAN,Winter,Polyester
RESCO617,199993,shoes,WOMAN,Summer,Cotton
TEWVI618,199994,jackets,WOMAN,Winter,Viscose
SASLI619,199995,jackets,WOMAN,Summer,Linen
EMAWO620,199996,jackets,WOMAN,Autumn,Wool
COWAC621,199997,t-shirts,WOMAN,Winter,Acrylic
QUSVI622,199998,sweaters,WOMAN,Spring,Viscose
KNWWO623,199999,jackets,WOMAN,Winter,Wool
KNWWO624,200000,sweaters,WOMAN,Winter,Wool
SAWWO625,200001,jackets,MAN,Winter,Wool Blend
REWWO626,200002,sweaters,WOMAN,Winter,Wool
UTSAC627,200003,jackets,MAN,Summer,Acrylic
RIWWO628,200004,jackets,MAN,Winter,Wool Blend
REAPO629,200005,shoes,WOMAN,Autumn,Polyester
FAACO630,200006,jackets,WOMAN,Autumn,Cotton
BESLI631,200007,shoes,MAN,Spring,Linen
EMAWO632,200008,jackets,WOMAN,Autumn,Wool
STAWO633,200009,jackets,MAN,Autumn,Wool Blend
RIAPO634,200010,jackets,MAN,Autumn,Polyester
UTSCO635,200011,jackets,MAN,Summer,Cotton
RISLI636,200012,jackets,MAN,Spring,Linen
OVAAC637,200013,jackets,WOMAN,Autumn,Acrylic
KNAWO638,200014,sweaters,WOMAN,Autumn,Wool Blend
HIWWO639,200015,jackets,WOMAN,Winter,Wool
EMSLI640,200016,jackets,WOMAN,Spring,Linen
STAVI641,200017,sweaters,WOMAN,Autumn,Viscose
QUSLI642,200018,t-shirts,MAN,Spring,Linen Blend
REAWO643,200019,jackets,WOMAN,Autumn,Wool Blend
SLSDE644,200020,jackets,WOMAN,Summer,Denim
RIAWO645,200021,jackets,WOMAN,Autumn,Wool
TAAWO646,200022,jeans,MAN,Autumn,Wool
BESVI647,200023,jeans,MAN,Spring,Viscose
STAWO648,200024,t-shirts,WOMAN,Autumn,Wool
REWCO649,200025,shoes,WOMAN,Winter,Cotton
BEWWO650,200026,shoes,WOMAN,Winter,Wool Blend
QUSLI651,200027,shoes,WOMAN,Spring,Linen Blend
UTWWO652,200028,t-shirts,WOMAN,Winter,Wool Blend
KNSLI653,200029,shoes,WOMAN,Summer,Linen Blend
FAAWO654,200030,jackets,WOMAN,Autumn,Wool Blend
RIAPO655,200031,t-shirts,MAN,Autumn,Polyester
EMSLI656,200032,jackets,MAN,Spring,Linen
OVAWO657,200033,jackets,MAN,Autumn,Wool
KNWWO658,200034,shoes,WOMAN,Winter,Wool Blend
TAAPO659,200035,sweaters,MAN,Autumn,Polyester
HISCO660,200036,jackets,WOMAN,Summer,Cotton
STACO661,200037,jackets,MAN,Autumn,Cotton
HISCO662,200038,shoes,MAN,Spring,Cotton
DOSCO663,200039,jackets,MAN,Spring,Cotton
WOAAC664,200040,jackets,MAN,Autumn,Acrylic
SLAPO665,200041,jackets,MAN,Autumn,Polyester
TEWAC666,200042,t-shirts,MAN,Winter,Acrylic
TEAWO667,200043,jackets,WOMAN,Autumn,Wool Blend
REWCO668,200044,jackets,MAN,Winter,Cotton
DOSCO669,200045,t-shirts,MAN,Summer,Cotton
STSLI670,200046,jackets,WOMAN,Spring,Linen Blend
TEWWO671,200047,jackets,WOMAN,Winter,Wool
SAWSI672,200048,t-shirts,WOMAN,Winter,Silk
TESCO673,200049,jackets,WOMAN,Spring,Cotton
PLSLI674,200050,t-shirts,WOMAN,Summer,Linen
DOSLI675,200051,shoes,MAN,Spring,Linen
RESLI676,200052,sweaters,MAN,Spring,Linen
WAWWO677,200053,jackets,WOMAN,Winter,Wool Blend
TAAPO678,200054,jeans,MAN,Autumn,Polyester
FIAAC679,200055,jackets,MAN,Autumn,Acrylic
OVAWO680,200056,sweaters,WOMAN,Autumn,Wool
STAWO681,200057,shoes,MAN,Autumn,Wool
CRSLI682,200058,sweaters,WOMAN,Spring,Linen
REACO683,200059,sweaters,WOMAN,Autumn,Cotton
STAWO684,200060,sweaters,WOMAN,Autumn,Wool
UTSDE685,200061,t-shirts,WOMAN,Spring,Denim
CRAWO686,200062,jackets,WOMAN,Autumn,Wool Blend
KNWWO687,200063,jackets,WOMAN,Winter,Wool
TESLI688,200064,shoes,WOMAN,Spring,Linen
RESLI689,200065,jackets,WOMAN,Spring,Linen
LISLI690,200066,jackets,MAN,Summer,Linen
KNAAC691,200067,jackets,WOMAN,Autumn,Acrylic
FASLI692,200068,jackets,WOMAN,Summer,Linen
REWPO693,200069,jackets,MAN,Winter,Polyester
SLAWO694,200070,jackets,WOMAN,Autumn,Wool
REAWO695,200071,jackets,WOMAN,Autumn,Wool Blend
CRSLI696,200072,jackets,MAN,Spring,Linen
PLSCO697,200073,jackets,MAN,Spring,Cotton
COSDE698,200074,jackets,WOMAN,Spring,Denim
WOAWO699,200075,shoes,WOMAN,Autumn,Wool
TESCO700,200076,sweaters,WOMAN,Summer,Cotton
PLAWO701,200077,sweaters,WOMAN,Autumn,Wool
STAWO702,200078,jeans,WOMAN,Autumn,Wool Blend
UTSLI703,200079,shoes,WOMAN,Spring,Linen
BRWWO704,200080,jeans,WOMAN,Winter,Wool Blend
STWVI705,200081,jackets,WOMAN,Winter,Viscose
LISLI706,200082,jackets,WOMAN,Summer,Linen
STAWO707,200083,jackets,MAN,Autumn,Wool Blend
QUSLI708,200084,jackets,WOMAN,Spring,Linen
CRAWO709,200085,jackets,WOMAN,Autumn,Wool Blend
SLAWO710,200086,jackets,MAN,Autumn,Wool Blend
POADE711,200087,shoes,MAN,Autumn,Denim
CRSWO712,200088,jackets,WOMAN,Spring,Wool Blend
DOWWO713,200089,jackets,WOMAN,Winter,Wool
BEAWO714,200090,jeans,MAN,Autumn,Wool
DOSCO715,200091,t-shirts,MAN,Spring,Cotton
STWWO716,200092,jackets,WOMAN,Winter,Wool
REWCO717,200093,jackets,WOMAN,Winter,Cotton
CRSLI718,200094,jackets,MAN,Summer,Linen
SLSPO719,200095,shoes,WOMAN,Spring,Polyester
CRAWO720,200096,jackets,WOMAN,Autumn,Wool Blend
HIAWO721,200097,sweaters,WOMAN,Autumn,Wool Blend
CRSCO722,200098,jackets,WOMAN,Spring,Cotton
TAAWO723,200099,jackets,MAN,Autumn,Wool
BEWWO724,200100,sweaters,WOMAN,Winter,Wool Blend
CRSCO725,200101,jackets,WOMAN,Spring,Cotton
TOWPO726,200102,jackets,WOMAN,Winter,Polyester
KNSLI727,200103,jackets,WOMAN,Spring,Linen
HISCO728,200104,jackets,MAN,Spring,Cotton
KNAWO729,200105,jackets,MAN,Autumn,Wool Blend
HIWWO730,200106,jackets,WOMAN,Winter,Wool Blend
V-WWO731,200107,t-shirts,MAN,Winter,Wool
PLAPO732,200108,jackets,WOMAN,Autumn,Polyester
VISLI733,200109,jackets,MAN,Summer,Linen
RASCO734,200110,sweaters,WOMAN,Spring,Cotton
RIWWO735,200111,jackets,WOMAN,Winter,Wool Blend
CRAWO736,200112,jackets,MAN,Autumn,Wool Blend
STSCO737,200113,jackets,WOMAN,Summer,Cotton
MOWWO738,200114,jeans,WOMAN,Winter,Wool Blend
OVWWO739,200115,jackets,WOMAN,Winter,Wool
BASLI740,200116,jackets,MAN,Summer,Linen
LISLI741,200117,jackets,WOMAN,Summer,Linen
QUWWO742,200118,sweaters,WOMAN,Winter,Wool Blend
SLSCO743,200119,jackets,WOMAN,Spring,Cotton
STAAC744,200120,sweaters,WOMAN,Autumn,Acrylic
DOWWO745,200121,t-shirts,WOMAN,Winter,Wool Blend
STAPO746,200122,jackets,WOMAN,Autumn,Polyester
BEAWO747,200123,sweaters,WOMAN,Autumn,Wool Blend
LISLI748,200124,jackets,MAN,Spring,Linen
WOSCO749,200125,jackets,WOMAN,Summer,Cotton
TAWCO750,200126,jackets,WOMAN,Winter,Cotton
SASSA751,200127,t-shirts,WOMAN,Spring,Satin
BESCO752,200128,jackets,WOMAN,Spring,Cotton
COWWO753,200129,jeans,MAN,Winter,Wool
RIAWO754,200130,jackets,WOMAN,Autumn,Wool
STSCO755,200131,jackets,MAN,Summer,Cotton
OVADE756,200132,shoes,WOMAN,Autumn,Denim
EMAWO757,200133,jackets,MAN,Autumn,Wool
EMSLI758,200134,shoes,WOMAN,Summer,Linen Blend
SAWSA759,200135,jackets,WOMAN,Winter,Satin
QUWWO760,200136,jackets,MAN,Winter,Wool
LISLI761,200137,sweaters,WOMAN,Summer,Linen Blend
CRWWO762,200138,t-shirts,WOMAN,Winter,Wool Blend
STWPO763,200139,sweaters,WOMAN,Winter,Polyester
HIAPO764,200140,jackets,MAN,Autumn,Polyester
TAWAC765,200141,t-shirts,WOMAN,Winter,Acrylic
BEWCO766,200142,jackets,WOMAN,Winter,Cotton
SAAWO767,200143,jackets,MAN,Autumn,Wool Blend
BESCO768,200144,jackets,WOMAN,Spring,Cotton
EMSCO769,200145,jackets,WOMAN,Summer,Cotton
HISPO770,200146,jackets,WOMAN,Summer,Polyester
UTSWO771,200147,jackets,MAN,Spring,Wool Blend
CRWWO772,200148,jackets,WOMAN,Winter,Wool
TESDE773,200149,sweaters,WOMAN,Spring,Denim
V-SWO774,200150,jackets,WOMAN,Spring,Wool
EMAWO775,200151,shoes,WOMAN,Autumn,Wool
QUWWO776,200152,sweaters,WOMAN,Winter,Wool Blend
STAPO777,200153,jackets,MAN,Autumn,Polyester
V-AWO778,200154,t-shirts,WOMAN,Autumn,Wool Blend
HISLI779,200155,sweaters,WOMAN,Spring,Linen Blend
REWWO780,200156,jackets,WOMAN,Winter,Wool Blend
STWCO781,200157,t-shirts,WOMAN,Winter,Cotton
STAWO782,200158,jackets,WOMAN,Autumn,Wool
QUSLI783,200159,jackets,WOMAN,Summer,Linen Blend
QUAVI784,200160,jackets,WOMAN,Autumn,Viscose
TASCO785,200161,jackets,WOMAN,Summer,Cotton
DOSPO786,200162,jackets,WOMAN,Spring,Polyester
CAAWO787,200163,jackets,MAN,Autumn,Wool
KNWWO788,200164,jackets,WOMAN,Winter,Wool Blend
QUSLI789,200165,t-shirts,MAN,Summer,Linen
QUSLI790,200166,jackets,WOMAN,Spring,Linen
CRAWO791,200167,shoes,MAN,Autumn,Wool Blend
STACO792,200168,shoes,WOMAN,Autumn,Cotton
REAWO793,200169,jackets,WOMAN,Autumn,Wool Blend
BAADE794,200170,jackets,MAN,Autumn,Denim
STAPO795,200171,jackets,MAN,Autumn,Polyester
CRADE796,200172,jackets,WOMAN,Autumn,Denim
TESLI797,200173,t-shirts,MAN,Summer,Linen
BEADE798,200174,t-shirts,MAN,Autumn,Denim
OVSCO799,200175,sweaters,WOMAN,Spring,Cotton
STWWO800,200176,sweaters,WOMAN,Winter,Wool Blend
HISLI801,200177,jackets,WOMAN,Spring,Linen
OVWWO802,200178,jackets,MAN,Winter,Wool
BEAWO803,200179,sweaters,WOMAN,Autumn,Wool Blend
CRSDE804,200180,shoes,WOMAN,Summer,Denim
EMAWO805,200181,sweaters,WOMAN,Autumn,Wool
KNWWO806,200182,t-shirts,MAN,Winter,Wool Blend
STSLI807,200183,jackets,WOMAN,Spring,Linen
TAAPO808,200184,jackets,WOMAN,Autumn,Polyester
SLWWO809,200185,jackets,MAN,Winter,Wool
FASLI810,200186,shoes,WOMAN,Spring,Linen Blend
TESCO811,200187,sweaters,WOMAN,Spring,Cotton
LISLI812,200188,t-shirts,WOMAN,Spring,Linen
TAAWO813,200189,shoes,MAN,Autumn,Wool
RESLI814,200190,jackets,WOMAN,Spring,Linen Blend
SLWWO815,200191,t-shirts,WOMAN,Winter,Wool
SLSCO816,200192,t-shirts,MAN,Spring,Cotton
HIAWO817,200193,jackets,WOMAN,Autumn,Wool Blend
TOAVI818,200194,jackets,WOMAN,Autumn,Viscose
STSLI819,200195,jackets,MAN,Spring,Linen
SUAWO820,200196,jackets,MAN,Autumn,Wool
PLAWO821,200197,shoes,WOMAN,Autumn,Wool
TEWPO822,200198,sweaters,MAN,Winter,Polyester
KNWWO823,200199,jackets,WOMAN,Winter,Wool Blend
TEAWO824,200200,shoes,WOMAN,Autumn,Wool Blend
DOWWO825,200201,sweaters,MAN,Winter,Wool
OVAPO826,200202,shoes,WOMAN,Autumn,Polyester
SAASA827,200203,t-shirts,WOMAN,Autumn,Satin
TEWWO828,200204,jackets,WOMAN,Winter,Wool Blend
STWWO829,200205,t-shirts,WOMAN,Winter,Wool
BASCO830,200206,sweaters,MAN,Summer,Cotton
UTSLI831,200207,jackets,WOMAN,Spring,Linen
FAACO832,200208,t-shirts,WOMAN,Autumn,Cotton
PLSLI833,200209,sweaters,MAN,Summer,Linen
FASLI834,200210,shoes,MAN,Summer,Linen
REWWO835,200211,jackets,WOMAN,Winter,Wool
POSDE836,200212,jackets,WOMAN,Spring,Denim
SLSLI837,200213,jackets,MAN,Summer,Linen
CRSLI838,200214,sweaters,MAN,Spring,Linen
DESLI839,200215,jackets,WOMAN,Spring,Linen Blend
EMSCO840,200216,jackets,WOMAN,Spring,Cotton
DOAWO841,200217,jackets,WOMAN,Autumn,Wool Blend
CRWPO842,200218,jackets,WOMAN,Winter,Polyester
RIWWO843,200219,jackets,MAN,Winter,Wool
OVAPO844,200220,t-shirts,MAN,Autumn,Polyester
RESLI845,200221,sweaters,WOMAN,Summer,Linen
SUSCO846,200222,jackets,WOMAN,Spring,Cotton
SASCO847,200223,jackets,WOMAN,Spring,Cotton
REAWO848,200224,shoes,WOMAN,Autumn,Wool Blend
OVACO849,200225,t-shirts,MAN,Autumn,Cotton
UTSCO850,200226,t-shirts,MAN,Spring,Cotton
RISCO851,200227,sweaters,WOMAN,Spring,Cotton
ABSLI852,200228,jackets,WOMAN,Summer,Linen
HIWWO853,200229,jackets,MAN,Winter,Wool Blend
SLSCO854,200230,t-shirts,WOMAN,Summer,Cotton
STSLI855,200231,t-shirts,WOMAN,Spring,Linen
TAAPO856,200232,sweaters,MAN,Autumn,Polyester
HISPO857,200233,jackets,WOMAN,Spring,Polyester
TEWWO858,200234,jackets,MAN,Winter,Wool
DOSLI859,200235,jackets,WOMAN,Summer,Linen
PLSLI860,200236,sweaters,WOMAN,Spring,Linen Blend
HISLI861,200237,jackets,MAN,Summer,Linen
SLSLI862,200238,jackets,MAN,Spring,Linen
TAACO863,200239,t-shirts,WOMAN,Autumn,Cotton
CRAVI864,200240,jackets,WOMAN,Autumn,Viscose
REWWO865,200241,sweaters,MAN,Winter,Wool
PAACO866,200242,t-shirts,MAN,Autumn,Cotton
TEAAC867,200243,sweaters,WOMAN,Autumn,Acrylic
ABSCO868,200244,jackets,WOMAN,Summer,Cotton
DOSLI869,200245,sweaters,MAN,Spring,Linen
LISCO870,200246,jackets,MAN,Summer,Cotton
SLWWO871,200247,t-shirts,WOMAN,Winter,Wool
CRAPO872,200248,shoes,WOMAN,Autumn,Polyester
OVWWO873,200249,sweaters,WOMAN,Winter,Wool
DOSWO874,200250,jackets,WOMAN,Summer,Wool Blend
OVSCO875,200251,t-shirts,MAN,Summer,Cotton
CAWWO876,200252,jackets,WOMAN,Winter,Wool
TEAVI877,200253,jackets,WOMAN,Autumn,Viscose
OVAWO878,200254,jackets,WOMAN,Autumn,Wool Blend
SLSLI879,200255,jackets,WOMAN,Spring,Linen
STSCO880,200256,jackets,WOMAN,Summer,Cotton
OVWWO881,200257,t-shirts,WOMAN,Winter,Wool
PLSPO882,200258,jackets,WOMAN,Spring,Polyester
FOWPO883,200259,jackets,WOMAN,Winter,Polyester
EMWWO884,200260,jackets,MAN,Winter,Wool
HOAWO885,200261,sweaters,MAN,Autumn,Wool
RESLI886,200262,jackets,WOMAN,Summer,Linen Blend
COWWO887,200263,jackets,MAN,Winter,Wool
OVWWO888,200264,t-shirts,WOMAN,Winter,Wool
RESCO889,200265,t-shirts,WOMAN,Summer,Cotton
CRSWO890,200266,jackets,WOMAN,Summer,Wool Blend
CRSLI891,200267,sweaters,WOMAN,Spring,Linen
TEAWO892,200268,sweaters,MAN,Autumn,Wool
LISCO893,200269,t-shirts,MAN,Spring,Cotton
BESPO894,200270,jackets,MAN,Summer,Polyester
UTAPO895,200271,jackets,MAN,Autumn,Polyester
MUAPO896,200272,jackets,MAN,Autumn,Polyester
LISCO897,200273,jackets,WOMAN,Spring,Cotton
STAWO898,200274,shoes,MAN,Autumn,Wool
DOSCO899,200275,jackets,WOMAN,Spring,Cotton
10AWO900,200276,jackets,MAN,Autumn,Wool Blend
PUWWO901,200277,shoes,WOMAN,Winter,Wool Blend
SASPO902,200278,sweaters,MAN,Summer,Polyester
COWWO903,200279,jackets,WOMAN,Winter,Wool
OVAWO904,200280,jackets,MAN,Autumn,Wool Blend
REAWO905,200281,t-shirts,WOMAN,Autumn,Wool
SLADE906,200282,jackets,MAN,Autumn,Denim
REAPO907,200283,jackets,WOMAN,Autumn,Polyester
TEACO908,200284,t-shirts,WOMAN,Autumn,Cotton
KNAWO909,200285,jeans,WOMAN,Autumn,Wool
WOWWO910,200286,jackets,MAN,Winter,Wool
TAAWO911,200287,t-shirts,MAN,Autumn,Wool Blend
HIAPO912,200288,jackets,MAN,Autumn,Polyester
EMWWO913,200289,jackets,WOMAN,Winter,Wool Blend
CRSCO914,200290,jackets,WOMAN,Spring,Cotton
HIADE915,200291,jackets,WOMAN,Autumn,Denim
SAWAC916,200292,jackets,WOMAN,Winter,Acrylic
REWWO917,200293,jackets,MAN,Winter,Wool
HISLI918,200294,shoes,WOMAN,Spring,Linen
EMAVI919,200295,jackets,WOMAN,Autumn,Viscose
TAWWO920,200296,sweaters,MAN,Winter,Wool
SLADE921,200297,jackets,WOMAN,Autumn,Denim
UTWWO922,200298,t-shirts,MAN,Winter,Wool
STWAC923,200299,sweaters,WOMAN,Winter,Acrylic
UTSDE924,200300,jackets,WOMAN,Spring,Denim
TAAWO925,200301,jackets,WOMAN,Autumn,Wool Blend
RIWVI926,200302,t-shirts,WOMAN,Winter,Viscose
KNSLI927,200303,shoes,WOMAN,Summer,Linen
KNSWO928,200304,jackets,WOMAN,Summer,Wool Blend
DOSCO929,200305,jackets,WOMAN,Spring,Cotton
OVWWO930,200306,t-shirts,WOMAN,Winter,Wool Blend
DOSCO931,200307,t-shirts,MAN,Spring,Cotton
REWWO932,200308,t-shirts,WOMAN,Winter,Wool Blend
TASCO933,200309,sweaters,WOMAN,Summer,Cotton
BESLI934,200310,shoes,WOMAN,Summer,Linen
LISLI935,200311,sweaters,WOMAN,Spring,Linen
BEWWO936,200312,jackets,WOMAN,Winter,Wool
STSCO937,200313,sweaters,MAN,Summer,Cotton
SASCO938,200314,shoes,MAN,Summer,Cotton
REWAC939,200315,sweaters,WOMAN,Winter,Acrylic
EMAPO940,200316,shoes,WOMAN,Autumn,Polyester
QUSVI941,200317,jackets,MAN,Spring,Viscose
HOSLI942,200318,jackets,WOMAN,Spring,Linen
TESCO943,200319,jackets,WOMAN,Summer,Cotton
UTADE944,200320,t-shirts,MAN,Autumn,Denim
OVWWO945,200321,shoes,MAN,Winter,Wool Blend
CRWWO946,200322,jackets,WOMAN,Winter,Wool Blend
CRWWO947,200323,jackets,WOMAN,Winter,Wool
SAAWO948,200324,t-shirts,WOMAN,Autumn,Wool Blend
BEWWO949,200325,jackets,MAN,Winter,Wool
PLSLI950,200326,t-shirts,MAN,Spring,Linen
LISLI951,200327,sweaters,WOMAN,Summer,Linen
SASLI952,200328,jackets,MAN,Summer,Linen
LISLI953,200329,jackets,MAN,Spring,Linen Blend
OVSPO954,200330,sweaters,WOMAN,Spring,Polyester
KNWWO955,200331,t-shirts,WOMAN,Winter,Wool
SAWWO956,200332,shoes,WOMAN,Winter,Wool
REAWO957,200333,jackets,WOMAN,Autumn,Wool Blend
QUWWO958,200334,jackets,MAN,Winter,Wool Blend
EMSCO959,200335,shoes,WOMAN,Summer,Cotton
PLWCO960,200336,jackets,WOMAN,Winter,Cotton
TEAAC961,200337,jackets,WOMAN,Autumn,Acrylic
STSCO962,200338,jackets,WOMAN,Summer,Cotton
FAAPO963,200339,sweaters,WOMAN,Autumn,Polyester
WOAWO964,200340,t-shirts,WOMAN,Autumn,Wool
OVSPO965,200341,jackets,WOMAN,Spring,Polyester
BAAWO966,200342,t-shirts,WOMAN,Autumn,Wool Blend
OVAWO967,200343,jackets,WOMAN,Autumn,Wool Blend
KNWWO968,200344,sweaters,WOMAN,Winter,Wool
BOSLI969,200345,jackets,WOMAN,Summer,Linen Blend
